Partner,Year,Month,NetWeight,TradeValue,CumulativeNetWeight,CumulativeTradeValue,UnitValue,CumulativeUnitValue
total,2019,10,0.251896,0.235689,1.723023,1.631499,0.935659954902023,0.9468817305398709
total,2019,11,0.297133,0.310963,2.020156,1.942462,1.04654481326544,0.9615405938947289
total,2019,12,0.169952,0.17055199999999998,2.190108,2.113014,1.0035304085859535,0.9647989962138854
total,2020,1,0.05824,0.062905,0.05824,0.062905,1.080099587912088,1.080099587912088
total,2020,2,0.208576,0.226039,0.266816,0.288944,1.083724877262964,1.0829335572079635
total,2020,3,0.23953,0.246375,0.506346,0.535319,1.0285767962259424,1.0572197667207799
total,2020,4,0.379898,0.36018700000000003,0.886244,0.895506,0.948115020347567,1.010450846493742
total,2020,5,0.28287300000000004,0.250125,1.169117,1.145631,0.8842307325195404,0.9799113347936949
total,2020,6,0.07545199999999999,0.06503199999999999,1.244569,1.210663,0.8618989556274188,0.9727568338918935
total,2020,7,0.124557,0.125506,1.369126,1.336169,1.0076190017421742,0.9759284390187608
total,2020,8,0.210474,0.210916,1.5796000000000001,1.547085,1.002100021855431,0.9794156748543935
total,2020,9,0.19515100000000002,0.234579,1.7747510000000002,1.781664,1.2020384215299946,1.0038951943117653
total,2020,10,0.132631,0.150748,1.9073820000000001,1.932412,1.1365970248282828,1.0131226990712925
total,2020,11,0.18921900000000003,0.223519,2.096601,2.155931,1.181271436800744,1.02829818358381
total,2020,12,0.19624400000000003,0.217839,2.2928450000000002,2.37377,1.110041580889097,1.035294579441698
total,2021,1,0.04784,0.065942,0.04784,0.065942,1.378386287625418,1.378386287625418
total,2021,2,0.117515,0.165777,0.165355,0.231719,1.4106879972769435,1.4013425659943757
total,2021,3,0.243352,0.320882,0.40870700000000004,0.552601,1.318591998422039,1.3520712882333799
total,2021,4,0.177026,0.281561,0.5857330000000001,0.8341620000000001,1.590506479274231,1.4241335215874809
total,2021,5,0.20558400000000002,0.341031,0.791317,1.175193,1.6588401821153393,1.485110265544655
total,2021,6,0.28017,0.477449,1.0714869999999999,1.652642,1.7041403433629585,1.5423817554482697
total,2021,7,0.37894900000000004,0.689333,1.450436,2.3419749999999997,1.8190653623574673,1.6146696579511262
total,2021,8,0.140544,0.235592,1.59098,2.5775669999999997,1.6762864298724953,1.6201127606883805
total,2021,9,2.2e-05,5.8e-05,1.591002,2.577625,2.6363636363636362,1.6201268131655395
